"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"11" 60.5592482780068 61.7132178876224 62.2592737228509 63.5577499731691 66.1755334627612 64.3915871535665 65.8913984626464 67.6835096822064 68.6820160271675 68.5610844124793 70.1458373857859 70.7311092502892 71.1343697881634 74.460412697601 72.8226960985166 75.1642047796818 75.4353626351515 78.0433312986155 78.8667126206241 79.9488503638137
"12" 60.6681032391218 62.6602286483012 62.7903784389918 65.4219132912737 66.1058202489246 64.7304507359376 66.9055194377984 65.8362346357887 69.5956228136685 70.6458492367252 71.1289973531272 70.8927751120091 71.1349513468741 74.234844482775 74.3412148185466 75.2355491733025 76.1363155065018 77.4722825801796 77.5737747845653 77.9897212202879
"13" 62.3829765948015 61.3156946212382 63.7602228003874 65.4214741092544 65.3257737252512 65.7409975795528 67.2629476827339 68.8910987581392 69.073983543152 71.2597083329973 71.2232005434518 71.1465603235788 72.6126650554543 74.1557364007789 74.6357322259025 74.8870665948133 77.2184978899323 78.2255162204596 78.141460601471 78.9535497369005
"14" 59.941836966479 62.22582236879 62.7884256238998 63.2623433326637 65.0024545930642 65.1527315596568 65.2906171292276 68.4527395650359 70.4438394863582 69.8054080664015 70.1794450210389 71.706611757554 73.0665199272201 72.4312379352204 74.198465578683 77.0732808013446 77.5690676549608 78.4424342788867 78.8076591127222 81.4404055306614
"15" 62.1821196276249 61.3820953524052 63.2477190107409 64.0756109866375 63.9704107536119 65.5114672017086 67.5502656076883 68.5601566943904 68.0134638693644 68.7793738689823 70.4220277828655 72.0014433764925 73.1381235941182 73.382019401011 75.4939591028424 73.8685027180991 76.529526173083 77.4872540044985 80.1376601204006 79.7946759485132
"16" 60.1596546803172 61.0796145568777 62.9892347202643 63.2547893373053 63.8123961257583 65.9790858357751 66.3645259720238 68.2015150179045 68.9990483294744 70.2826779478393 71.5261381309338 71.7863373695686 72.68988682658 72.7841400232659 74.0185880284157 77.0441254002974 77.0136967531405 79.7527170470863 79.9712901491002 78.6593104619472
"17" 61.4328259573686 60.1611887161355 64.0153767078739 63.5612534850326 64.2683750617453 66.9039408699725 66.917238383599 67.0088697329982 68.503568354166 69.7122629367935 69.6662021290136 71.4858749403198 72.7620472694846 72.7613750527934 75.545540577545 76.3253172934623 75.9659568577982 78.200682215811 78.0731772435387 79.6523978792793
"18" 60.5431409715543 62.8122574869586 63.5985123388924 63.3540219185004 66.8699849954073 65.6030444331515 65.273266469485 67.7471871499812 68.7583757715226 70.0068324205253 71.1847182076434 73.0744559071909 74.9447283447224 74.0669574686714 75.5591106069284 77.0962548200892 77.4826429565297 77.423735050176 78.0090301979106 79.548082597742
"19" 61.1178680811059 61.4218592537611 62.9978106800509 64.5700388025416 67.1982849509263 65.7360195254833 65.7590023403157 65.5945397534823 68.3852036299622 70.2355222743443 70.8596423005933 73.1174586763695 73.4255676058772 75.8314855245044 74.4228890939123 77.445108609677 77.05420313686 78.3406591445775 78.8538464793232 80.518707254049
"20" 61.0268643620255 60.7305367903678 61.9992885264414 64.2931030974603 64.2857124846776 66.3859394928251 66.0335872347237 67.1504789782662 67.8042710416467 70.5812098740695 69.9646195429238 70.2662796445704 72.9644941817468 72.6890403804394 74.8489083575018 76.139506393387 76.9214755109709 76.5405587153203 78.526942827832 81.7150901034188
"21" 60.0901076652946 63.2825646499636 61.8794745090789 63.216853919002 63.7594064578622 65.0643156763523 66.1092867778854 68.842676691535 67.0006091867258 69.45590134445 70.6237751160424 71.6192505706674 73.8310011649226 74.6396867746797 73.8451942082732 74.814263127176 76.5303882119644 78.1165441130123 77.9465413772592 80.6298646378806
"22" 60.8532601643864 63.3931513431018 62.963805769714 61.950593001031 65.4479522200529 65.2683133128086 68.6048317187825 67.3560527626513 70.9851117540078 71.9520120121139 69.754430267587 69.6322339960727 73.7043326852122 75.2764449990367 75.4799483918943 75.713013560921 76.1657528675975 77.504417262291 77.5315231639568 81.1885217783441
"23" 60.6221392414332 60.8063473237746 62.7148717754919 64.6833253853374 65.7254906156602 65.1033999035003 67.117622529022 67.4951807442983 68.0055627434293 68.5617883466986 71.166885072454 72.1619814147842 73.870863566081 74.2992199954807 74.728241441945 73.2189138241272 76.1083783548912 79.1278930313458 79.1891696420682 77.7765451478405
"24" 62.0400860591729 62.804908859002 63.226294117605 61.5196545012174 62.7167915337262 66.8134347257785 65.775152310305 66.82425913355 69.7298381227335 69.7349607332103 71.1738927798274 74.459047645806 71.5815471308698 70.8349334762523 76.0507241433787 77.5250752168 75.9128520684526 79.4225437526012 78.8027809007924 80.507300963125
"25" 60.5083045731962 61.8965463720221 64.4151390334048 63.5430949916918 64.9168710856122 65.4194955583942 66.3435980666102 66.1904249165654 67.5288988177215 72.0256065676811 70.739890822279 72.3870827664766 73.6058806246677 72.9347880528469 74.648053347682 76.0775059485537 75.3335211023485 78.6994502710051 78.5991023039862 79.3123636336325
"26" 63.1072060311808 67.4055964096196 71.3573863976545 71.8298663311065 75.6959945077111 77.0691697739247 81.4257633546375 83.574940801658 87.1721178593203 91.0889053135292 93.4048860949299 94.8479645157766 99.553969688865 102.060354454625 105.078927213140 107.470009501189 109.874745661876 114.784675851617 116.9435201865 120.310719307084
"27" 63.2649286062995 66.7603410680663 70.0132334091316 70.8391753512288 75.0938947123548 77.0950981484393 80.3403080216323 83.3143945930939 85.81909934022 91.1033820275831 94.3787586016595 94.603646942091 97.786963530305 103.054210589786 105.129274358426 108.382469406796 113.465678106420 114.439819727225 116.328134664234 120.113882964664
"28" 64.078528008166 65.205334007634 70.7142489069017 71.5990115040096 74.4780810576538 77.7641389529126 80.6387203662871 83.7201107106636 85.0651993643691 89.0935803739792 94.045313515709 95.074215831093 99.892068576954 102.640169312267 103.743348787779 108.354076715149 109.105195082499 114.488457776611 116.436794056158 120.586489114538
"29" 64.0844923926332 67.0621825731844 69.3272145856622 71.2440369680624 75.4415828528157 77.9102782680336 80.1943715431943 85.3659924565442 86.9495055031388 89.4751529419101 93.7854727250027 94.5280438272643 97.3496660779437 102.914440248605 105.078338837279 107.003177592968 111.887646653920 116.141665889709 117.115500136414 119.473731729019
"30" 63.2272298863206 64.3299819264693 67.8909611489753 72.3479437665148 74.9395320607183 77.5750017835848 79.9944227705857 83.5011232115359 87.5176322398357 89.4669107502088 91.1120966258484 95.3282620452398 98.3777952089515 102.266556800461 104.648449463163 107.543010647328 110.122413162485 113.843719925891 116.695439579885 121.071550018471
"31" 62.4795688442114 66.7835084321153 68.24217462264 72.4145790507049 74.7731922703564 77.9635248094832 79.6130279235816 83.9211988395008 87.9369369820413 88.7000485007208 93.4622413781458 95.1349869130754 99.3859267925256 102.757724450538 104.935536158548 107.706711743671 110.063130947634 114.473307207438 116.624650438522 120.090588122926
"32" 62.2345754953322 65.4534920524451 69.5590802238745 72.4801575892072 76.6675933022535 78.7463619152744 80.156842653053 84.4356242822385 87.2443107083244 90.7923286987089 93.864079512915 96.0869377469174 98.181039895207 104.097250532682 104.651187399408 107.127283765901 111.809605196678 112.227742162713 116.457677947228 121.277042890069
"33" 62.2051945130364 65.055224533682 68.3354498121351 72.4376384297345 74.256983301723 77.4680912626102 80.4365067789816 84.7621506678757 87.2354151535591 88.1460338712022 93.5689445908164 95.9664055934572 98.288119224362 103.754497130635 106.116292917551 107.229211022166 110.470762368347 115.497441018399 117.137178484776 121.777088745589
"34" 62.5716838329784 66.6033601936838 67.9792743401677 72.8066036092443 73.0320653356156 78.2841904608841 81.2848719683219 82.5441661499627 87.2602387699222 88.3002380943348 92.3501958707627 96.344939062065 98.417477747698 101.873147687359 105.319907740769 108.384703300358 111.451183509316 115.215451288994 117.890420152750 119.196120903103
"35" 63.096703951439 65.8259416857058 69.3067075906473 71.4368063246343 74.7603218734477 79.9229598740827 81.8057943417931 83.9087060776245 87.3792567971022 91.4551399493655 91.5419136268349 95.2163429868064 98.252732743271 101.984833783645 106.397411637534 107.634517028618 111.323610862164 115.012623633207 117.057396104816 120.034178117765
"36" 62.4402413992043 65.7832834379134 68.9185366873982 72.2418784751181 75.4218212150122 75.5845001922219 80.9305331495673 83.6571633597822 86.6652415269524 88.8023692914439 93.1490037705363 94.9457079025075 98.6972515131229 102.213834880347 105.048887332792 108.259230937012 112.240157703711 113.618526967558 117.832003301002 119.381579661826
"37" 63.5323314505417 66.5717600298957 69.4689442339616 72.0647113127044 75.7425522142378 76.4570250629319 79.7494298278099 84.9798015978906 87.8198390597592 89.5502935013795 91.9793481582536 96.869223458716 100.226546750667 104.195870419684 107.434816775114 108.365393484368 110.231380352177 112.501579193801 116.906825646161 120.238036236253
"38" 63.5554257982193 67.0380034850035 68.8558464669215 70.160420645035 76.2300395326118 77.7512663106476 79.917712309256 81.5099006053956 84.3032769295659 90.0870374204344 94.101257444835 97.1494970481462 99.5478753771704 102.420769750518 104.993557755454 107.723992259857 111.762280640714 114.227896298796 115.531239373470 120.427160792174
"39" 64.1403290456527 64.7475752804801 69.5902724153124 71.651264181268 74.4709677608514 78.0827656202557 81.8410219832603 82.7974451339695 87.0571638281481 89.1661508577645 93.2344402057128 97.1412537325087 100.808657743905 100.153869999784 106.812917814311 108.773713581811 111.733131806308 114.678562498316 117.906938077050 118.811835723656
"40" 62.0653215929364 66.7195786941779 69.0939810554945 71.2617706233131 74.3293413071462 76.9567626615186 80.4711136526015 83.6767440156793 86.5672071793575 90.9247728284069 92.0795745075879 97.8276284363677 99.6458621740062 102.206903300730 104.197167191186 107.076556212093 110.249223563786 113.004463190013 116.454395700079 119.756102518165
"41" 63.4960160207678 65.2770479402452 69.3060946889856 70.974387967342 76.443634629326 77.5029799448725 80.3891979687213 83.9851581969312 87.2282312429549 91.049044505813 90.9585080429746 95.5507166238978 98.52117611289 102.098786244551 105.946919272647 107.508591853724 113.008996367666 113.285909514127 116.302042711828 120.078130716784
"42" 62.213391072754 65.2153486014639 68.6448035000607 72.3957196395928 75.2247053145165 77.929786032227 80.471394925773 84.8335820171998 87.3245441225533 89.4561320203732 90.2560574508096 94.6098764590224 99.1647255785787 101.374993728395 105.509035433655 108.518801413248 112.525280181876 112.428401000592 116.032205632069 120.571391300221
"43" 62.0768608332112 65.4914627855222 68.5052521766822 72.0658339084091 74.8122019109873 77.894816522909 81.6281455810258 83.3863222172183 87.268522952786 87.504846472662 94.8899599735282 97.5264079449841 99.1233808632613 101.543928307222 103.488920967812 108.055596792102 110.182362715813 113.797015852262 117.448471488543 117.898674651860
"44" 64.0872588923572 66.8029909740948 70.1444499636855 71.1037747383135 75.4447919736316 77.8786923704059 80.8210265915446 82.4108274312347 88.0576775044203 90.0690572480837 94.1293634903737 95.561189016916 101.203971474661 101.700846911134 105.009185297429 107.725850478355 110.652169534496 114.635430932213 116.170874749839 119.583694203414
"45" 64.7363630586576 66.9631518151554 69.0700462410182 71.852314485759 75.5571825257491 78.3796916918523 79.965945610484 84.1457790606472 86.4129471032534 91.871560306619 93.7940880752157 97.07822401776 100.027767448537 102.509287181660 104.349900748233 109.996398677749 113.363159970945 114.764529316015 117.099020765731 118.948449522264
"46" 61.68688739704 65.8551643706057 68.7822950661453 71.6051287826759 73.4862811547113 77.6978122250748 82.2392476029664 82.0534042852454 87.0456174243617 90.0956995321113 93.6348035289243 96.5926103746932 99.160730131962 101.722680345468 104.856039992771 107.999092717398 110.607968636310 113.766879182342 118.591252837641 121.096869503440
"47" 63.6649767479494 65.2927259223905 70.3181751540087 72.0964434237055 74.882728070326 77.4772010858038 81.7732607181586 83.7079054939432 86.426114866832 91.3830335221266 92.8187450065876 96.5314082298181 99.153538210402 102.974779149812 104.932574185575 108.179621098957 112.559338654950 115.396932626734 118.026515234632 118.015793679715
"48" 59.8500309416405 67.809755739407 69.4374276176124 71.4196583740339 73.7996046966746 78.5282726172961 81.2289147067831 84.131833051064 87.4470488233403 92.1712261510171 92.7853198727413 95.273522635520 101.131136036349 103.111778576393 104.246758493065 109.046301726841 111.257409106727 114.042868307233 117.031020521346 121.427470157520
"49" 64.0462506992683 65.6021893777424 69.2532633639732 72.1037888236713 76.0320041567224 79.5978238190102 80.6319110744055 83.9755064856711 88.0773747192301 90.2853925255027 92.4663880872882 96.0537742529958 100.029064872873 101.896395999285 106.412883574731 108.989240742517 111.262833351512 113.825761211438 116.511280516370 118.320727338864
"50" 62.4221720320448 65.4215240005553 69.7912557483944 72.4487650546207 74.6765441556584 78.158181054881 80.40882238408 85.452335553476 88.593678455182 89.8023286510117 93.8984080035994 95.518034094119 99.1998482587158 100.942978303924 104.929710029686 107.998267584682 110.700275490504 114.242425855690 117.296731762337 119.861090263638
"51" 43.020309655308 42.0058171524812 44.152137294545 44.8868834780913 44.2696791111369 46.5280837205061 46.5982626433687 50.7043530765664 48.512763365315 50.1906492867381 49.0899590008238 51.6433723687369 54.2377406289847 55.0994124384035 55.4683330523123 55.6901925602399 56.2622740180024 58.3479008354555 60.2634499070472 60.2952689919516
"52" 42.2883017139618 40.7121056332629 43.3172266533194 44.1979258529568 46.7938758455979 47.3018131150598 47.3471358950346 48.7380782108921 49.3391838781053 51.066368971224 51.3935263928972 52.2876753204695 54.3726969876947 53.2706624367935 55.8268810625373 55.156640910657 57.1753820488968 58.4961587322962 57.9304636411058 61.5888260049573
"53" 40.9839539885271 41.3898770355895 41.75638284131 42.3271629455491 44.0325966505908 46.8122216450133 46.8794935018375 48.9947249292296 49.9176922421458 49.5059705480245 51.5859521093654 52.3393087808051 54.7717338889793 54.7559989788874 55.755539640021 55.9405340393792 57.7782116488537 58.9559225128065 60.1386530444501 60.3106812717346
"54" 40.1981838300109 41.7192313697009 44.0616811658861 42.1997166086237 46.0678388882665 44.8645891669373 48.6316462950962 47.7584840851893 50.6494012073677 50.4662971855281 50.2532535267231 52.9606763998002 53.5167486240203 55.0849058753402 54.4035263755741 57.2757488464708 57.4937861804777 57.0873418193046 57.9023003453659 60.4998284833156
"55" 41.0251675944411 42.4520778761777 44.5765555605276 44.9092790211728 44.7844338767029 44.3767889676401 47.3396283879453 47.2217173011849 50.1197566463685 50.4208063163111 47.8322579680071 51.9131583775962 51.7600619368841 53.1243166830361 56.9080583160121 57.0380849463142 57.5462173101581 58.7972452544977 60.3105721433942 61.518938450834
"56" 41.3051079213862 41.9642553672537 42.9023482472031 45.3223042507433 45.442222024061 45.8110452556151 46.2908957159781 46.212286275788 49.4704848378315 50.3371938543483 51.8972401279591 52.0922424635237 53.5535973040758 54.629401046489 55.9232837593516 54.1024883919279 55.9778654238654 55.9397139368208 60.8404909958639 60.9301815279338
"57" 43.3764438483027 41.9494963108308 43.1185543042179 43.5408060792451 45.8250549120393 46.201766406247 48.1441855262562 47.0312704664562 48.048084579901 49.2269328313305 51.8873386330986 52.5477872171149 53.8410160011887 52.3416380509598 53.855727684066 55.4498922183874 57.2356195436825 57.7700490267324 57.4086006311381 58.9206842086487
"58" 39.7542423795512 39.8208602659677 44.1465674504074 44.3002530185728 44.8916937161527 46.6116742337225 47.318702256941 47.8359657469055 50.7900140632651 49.3028656964878 50.4473814170045 51.5332916214421 52.8847242247554 53.8319366941359 55.0887106163811 54.0579679719382 55.845517288258 58.7624217863384 59.7793007608178 60.2587736346061
"59" 40.2693776624658 40.8173099940544 41.4734259769381 44.2875589505968 45.5458830720861 46.110997532258 47.4919587907448 47.3164829878533 47.2140680426125 49.5393440731758 49.7115370545333 52.5946394202898 53.5399557036388 53.7863952630058 54.8604656875639 55.656010757314 56.2427938287109 57.4150941842322 59.7353383968192 58.1272919001775
"60" 42.6934376859870 43.4700012866227 43.3877892060159 44.2933918161709 46.2822998240224 46.9676500179705 48.5115918332347 47.3409164172998 49.9585537747838 48.3553117268747 51.581297515267 52.0206464915147 52.6985691380563 54.8510279015391 55.1591059326717 53.8478687734088 57.0131448625578 56.787071694551 58.9119714646456 58.8587983433183
"61" 39.1099954686857 42.7828653914043 42.1572885632144 44.2805519470777 44.0802461100285 45.7184702893426 44.7806337953147 49.8332343498969 49.2987099973083 48.8729594949023 51.4703174365473 51.2540879808325 55.5337384177468 53.343341080039 54.4212876115096 57.0661270660654 59.1151448154039 57.3036405375743 60.8912586788187 59.8731362364588
"62" 40.5385340228957 41.3825979846471 42.0998808277309 44.5276681231426 45.8591260483064 45.2645936323296 46.0471932231294 46.7683587190845 49.6710475302391 50.9371717199628 52.0548206293449 52.0874767160865 52.1651554355212 53.8339830740179 57.2271007633697 56.9877440701028 57.4909959529403 57.5601475596363 58.2231449759852 59.535248425
"63" 42.1988896405035 43.0979749786184 42.4824541430206 44.3844743325131 46.1934529692824 46.3541188760534 47.4834045448542 46.2979085307574 50.1726793414648 51.3888145490665 49.5691247198761 52.488900130844 52.3322979022539 54.1797042297616 54.233010045202 55.0645248100342 55.9831129612425 59.2202118919834 59.4669684540418 60.7723800007116
"64" 42.0514971616473 41.8652099086908 42.7495093872399 45.5394241357812 46.2262854229577 47.7170845234121 46.4810534633476 47.1798089596933 49.9848596898543 50.1323384471637 51.3368548175085 51.8438544303647 53.7833975047241 55.5942268572356 55.0091817217231 56.8719942535552 57.1613549484702 58.7394571485462 57.9977079756336 59.0341624527988
"65" 39.5955807132559 39.0722702545208 43.1373493409208 43.4192443974604 46.8129054872533 46.5804076424246 46.9802317037709 46.8773559073841 49.6247965428848 51.7700561561024 51.1873701264818 52.5753618604317 54.2174791956429 55.2456323507743 54.9788220047928 56.8861021856347 56.0381972507681 59.9780927988321 60.2012157276189 59.7336369849906
"66" 40.7948400714111 40.5098365664206 42.8657193783384 42.2404732647932 46.6683744291943 45.9292704394435 44.574278754009 46.7347289103398 47.9316744112758 49.8909322412253 50.8317295699801 53.0199058925855 54.3680726904236 52.6496420578895 56.8586699556948 56.7765711022842 55.7313430542606 57.1871949015664 58.2494663183515 60.9006468047724
"67" 41.7486244730026 42.5174814045517 41.7538799737721 45.3721429374965 44.1934547527051 48.7780137795272 45.2167369564338 49.3977886229288 49.4776644999519 48.2391323392478 50.351265591023 51.8349716007251 52.9506799136764 52.634504284437 53.0783495404233 54.9795390598588 57.0041485871622 58.4102383169905 58.4961636429622 58.4376723122604
"68" 41.1466662689733 42.1767760941253 43.0913911523887 43.1271415121009 45.9697013572354 44.0048196681012 46.033377474271 49.1930309910651 49.5139230637498 51.9601460829215 51.5893731783473 50.8274664278797 50.8690283390541 54.5902482197545 54.1680877067009 55.5608809720805 54.7343418947847 56.6237301645546 57.6478164459444 60.814641627415
"69" 42.0275904772934 42.5525222216908 43.5247492387782 43.0845723520793 43.7904254135835 47.6112127237181 47.8509092572768 46.2400599379682 49.1158527301916 50.8282371570336 51.2953776034099 52.9071479564893 52.7258272010805 56.092480658869 55.5678300904829 56.2035500488405 57.9226481600416 56.0339674666603 60.5860759452492 61.4108163988336
"70" 40.7514465526631 41.8607303406693 43.3573680292004 43.6430142427392 42.5464713023408 45.8183166955467 47.6972364617234 48.6876104499665 48.7764294119449 49.8963968164754 51.9394483824267 50.8633944521322 53.9678303306591 54.015200486797 53.5183173228797 54.8452705767422 56.3403665057638 55.2131714388455 59.1160417264158 60.2053647896116
"71" 42.8894481084205 41.8679285395811 42.7294679703278 44.5106850100036 45.9381391368746 45.7079304646611 46.9146329451743 48.0843347813809 50.6327975267081 51.0431509341912 51.0873079110297 52.4774192128897 52.6974883445188 53.3455235969504 55.8587336688532 55.0742060651249 59.1070263521418 58.4014564959505 58.3500253470323 58.9457650335975
"72" 42.3055783189214 42.0114655286843 42.9164939580362 44.2099297774257 45.2867967790622 47.3978074984321 46.3787743666546 48.5387533709771 49.1199482544985 50.2227724331119 51.912940569442 51.1882497153246 53.6639632759326 52.461213325006 54.9392970629653 55.7742538030917 59.3054141550852 57.8653811307756 58.5738567698277 60.8304092924225
"73" 42.5428196882536 40.3468783675899 42.077798259882 44.5135985905675 46.0933765805218 48.301844635668 49.6122364444829 47.1353614021124 49.8350959523327 51.3682257292724 51.1305051970064 50.7848858396818 54.2349002407919 53.6160593192779 53.3246727423136 56.1763428791338 57.4441276180989 58.9339743485637 59.6737910941904 58.3916658199685
"74" 40.3875664559691 41.9874118656603 42.0157979845721 44.4181303028943 46.4525084475982 44.1054439401847 48.5706016516614 48.6811005902369 48.6188194842131 48.2862244243507 49.3903718485598 52.3075310061111 53.5665870557960 56.2823361326686 55.201632250004 55.3208321070751 56.8956219278209 58.0024728032784 57.9611348297043 58.9354326717453
"75" 41.6565427053467 43.530720864978 43.4884692181668 45.0455042695022 45.0383545658357 45.5853246979927 47.5563430127608 48.8090095092236 48.1250054729011 49.2758155273227 50.5473147785912 50.9750458927317 50.3370071878434 56.1681723991193 53.9545745789498 55.0787782735984 56.9673295524463 57.7076366777228 60.0619423271076 59.8256939514084
"76" 40.6593517705032 48.3880442026499 48.8153203129779 52.810485531975 55.3775853891279 58.0077210355026 61.687575059701 63.9534936872552 66.5248121095602 72.7071715903577 71.9240718710893 74.746045517519 79.848654461645 80.424360374451 85.1437357388745 88.0437625806163 91.1585432945319 92.2419599953626 97.7415819731227 101.245070250862
"77" 42.7644863356374 45.7364010136666 49.0926007001981 52.5376315241255 55.6336828283342 56.1102715521091 60.8030261019241 62.8528310197063 67.1166523982692 68.769905660062 73.4700937368718 75.0297279383535 79.723767778584 82.0319092604028 84.5895740017777 88.0556308577885 91.315157251734 93.4890206504364 98.8069447738565 99.8128058804715
"78" 44.801292454967 47.806820804396 49.8101603262857 51.8313132409865 54.2241541917226 56.915149363429 62.2838109105721 64.6629612894172 66.3226723827724 71.6964207854967 71.6451584304899 75.0217568037363 77.9298327250765 81.4245521646362 86.141718421786 87.409588006208 91.5794539130965 93.122299111829 97.2394305988216 100.621667479470
"79" 41.9767917605329 45.2403796232664 50.8539672361961 53.3807993744679 53.3479516029357 59.3254884138535 61.4915326260427 63.28855486353 67.4702658001148 70.9978358413271 72.4144899719462 76.8370241289964 78.256444688736 82.383512941069 85.5635096327745 87.6057991484761 89.4653071546758 94.0507172396093 97.3550658430625 100.722759068831
"80" 44.2195735322407 45.7329821732049 49.5246213313225 51.9713997434299 56.8994301354297 57.8853997573007 60.9630984008051 63.8814984722539 67.2919208903793 68.644906304859 73.3465289113367 76.7873554649185 77.2643037392356 82.7862616609597 84.738463212093 87.5004040044745 90.9185710280803 94.4175164337077 95.4884334409726 96.5840042218098
"81" 42.3014617952403 45.9725211591701 47.5528990549052 52.0938241350488 55.323866061885 58.5572897484225 61.15840225474 65.050285178412 67.0391352334557 70.6959775700027 71.9784678131994 75.4756225964197 79.2561221758536 82.2231193469368 84.7105509039313 87.1616746921697 93.8835220942174 96.2712128459676 96.3949132373915 101.038411196818
"82" 44.1120580530463 47.2554495594206 49.3239684268953 51.7825490895793 54.6761919770541 58.9144190506202 62.0396755479562 62.0908763272521 67.604526905315 70.3428745867282 72.6795032710917 76.2824237056013 77.4080051624641 82.6589044388828 87.6044398716536 89.7318144915584 90.6317838758228 92.8868193603809 95.8188887821508 98.37632347935
"83" 41.9411929700447 48.1520877472778 49.925506234264 52.2238332326322 54.9287254753982 60.4826089327507 60.7308916757004 64.3013346169345 67.1852582892255 69.5252689636396 73.326671293217 76.5240250637735 77.9505556349143 83.2694462020467 86.4627826033213 89.5116825729655 92.4618511735843 92.4902742620887 97.1212431673067 98.7140469417043
"84" 42.9367965125216 46.0701011071296 47.5797370710153 52.9589715266286 56.000718044483 57.3835181535926 59.565635349137 63.2470576418903 66.7519227294298 70.997112457602 73.4399007996437 76.5672483488285 80.1880689545871 83.3509842653437 85.9324165039433 85.9014205298539 91.7072275742868 94.9851282019048 96.7346424246709 99.762617055074
"85" 42.9617014984649 46.2948058127746 47.9682717299208 52.7119497086755 55.0945420070226 57.5514396059477 61.5898294328249 63.5837701445713 66.8241100949664 69.3792485049257 76.1596696325965 76.4259296176443 78.3803366483006 82.9299297296755 84.396761109164 89.8261717321996 91.5042733428133 94.1514296819625 98.4171863952342 99.3823151791598
"86" 42.7064130305114 45.5592371617449 48.9550282636653 51.2547806350143 54.1946237850551 58.5954219744027 62.6364925432055 62.55273165625 67.535611039609 68.9853495269039 73.9041293261761 77.0874603481855 80.0554382901926 81.730306831026 85.2530404741325 88.2132502704663 89.608537613405 94.6118953246206 96.6386452104896 98.9598193337011
